"NAME","SUBSYSTEM","COUNT","MAX_COUNT","MIN_COUNT","AVG_COUNT","COUNT_RESET","MAX_COUNT_RESET","MIN_COUNT_RESET","AVG_COUNT_RESET","TIME_ENABLED","TIME_DISABLED","TIME_ELAPSED","TIME_RESET","STATUS","TYPE","COMMENT"
"buffer_pool_read_ahead","buffer","255","255","NULL","6.071428571428571","255","255","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of pages read as read ahead (innodb_buffer_pool_read_ahead)"
"buffer_pool_read_ahead_evicted","buffer","0","0","NULL","0","0","0","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Read-ahead pages evicted without being accessed (innodb_buffer_pool_read_ahead_evicted)"
"buffer_pool_pages_total","buffer","8191","8191","8191","NULL","8191","8191","8191","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","value","Total buffer pool size in pages (innodb_buffer_pool_pages_total)"
"buffer_pool_pages_misc","buffer","187","187","187","NULL","187","187","187","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","value","Buffer pages for misc use such as row locks or the adaptive hash index (innodb_buffer_pool_pages_misc)"
"buffer_pool_pages_data","buffer","6981","6981","6981","NULL","6981","6981","6981","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","value","Buffer pages containing data (innodb_buffer_pool_pages_data)"
"buffer_pool_bytes_data","buffer","114376704","114376704","114376704","NULL","114376704","114376704","114376704","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","value","Buffer bytes containing data (innodb_buffer_pool_bytes_data)"
"buffer_pool_pages_dirty","buffer","0","0","0","NULL","0","0","0","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","value","Buffer pages currently dirty (innodb_buffer_pool_pages_dirty)"
"buffer_pool_bytes_dirty","buffer","0","0","0","NULL","0","0","0","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","value","Buffer bytes currently dirty (innodb_buffer_pool_bytes_dirty)"
"buffer_pool_pages_free","buffer","1023","1023","1023","NULL","1023","1023","1023","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","value","Buffer pages currently free (innodb_buffer_pool_pages_free)"
"buffer_pages_created","buffer","9263","9263","NULL","220.54761904761904","9263","9263","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of pages created (innodb_pages_created)"
"buffer_pages_written","buffer","9634","9634","NULL","229.38095238095238","9634","9634","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of pages written (innodb_pages_written)"
"buffer_pages_read","buffer","561","561","NULL","13.357142857142858","561","561","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of pages read (innodb_pages_read)"
"buffer_data_reads","buffer","9277440","9277440","NULL","220891.42857142858","9277440","9277440","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Amount of data read in bytes (innodb_data_reads)"
"buffer_data_written","buffer","606835200","606835200","NULL","14448457.142857144","606835200","606835200","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Amount of data written in bytes (innodb_data_written)"
"buffer_flush_batch_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of flush batch"
"buffer_flush_batch_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times buffer flush list flush is called"
"buffer_flush_batch_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages scanned per flush batch scan"
"buffer_flush_batch_rescan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of times rescan of flush list forced"
"buffer_flush_batch_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of flush batch"
"buffer_flush_batches","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of flush batches"
"buffer_flush_batch_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as a flush batch"
"buffer_flush_neighbor_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total neighbors flushed as part of neighbor flush"
"buffer_flush_neighbor","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times neighbors flushing is invoked"
"buffer_flush_neighbor_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as a neighbor batch"
"buffer_flush_n_to_flush_requested","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of pages requested for flushing."
"buffer_flush_avg_page_rate","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Average number of pages at which flushing is happening"
"buffer_flush_lsn_avg_rate","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Average redo generation rate"
"buffer_flush_pct_for_dirty","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Percent of IO capacity used to avoid max dirty page limit"
"buffer_flush_pct_for_lsn","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Percent of IO capacity used to avoid reusable redo space limit"
"buffer_flush_sync_waits","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of times a wait happens due to sync flushing"
"buffer_flush_adaptive_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of adaptive flushing"
"buffer_flush_adaptive","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of adaptive batches"
"buffer_flush_adaptive_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as an adaptive batch"
"buffer_flush_sync_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of sync batches"
"buffer_flush_sync","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of sync batches"
"buffer_flush_sync_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as a sync batch"
"buffer_flush_background_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of background batches"
"buffer_flush_background","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of background batches"
"buffer_flush_background_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as a background batch"
"buffer_LRU_batch_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of LRU batch"
"buffer_LRU_batch_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times LRU batch is called"
"buffer_LRU_batch_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages scanned per LRU batch call"
"buffer_LRU_batch_total_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages flushed as part of LRU batches"
"buffer_LRU_batches","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of LRU batches"
"buffer_LRU_batch_pages","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Pages queued as an LRU batch"
"buffer_LRU_single_flush_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of single page LRU flush"
"buffer_LRU_single_flush_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times single page LRU flush is called"
"buffer_LRU_single_flush_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Page scanned per single LRU flush"
"buffer_LRU_single_flush_failure_count","Buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of times attempt to flush a single page from LRU failed"
"buffer_LRU_get_free_search","Buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of searches performed for a clean page"
"buffer_LRU_search_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of LRU search"
"buffer_LRU_search_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times LRU search is performed"
"buffer_LRU_search_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Page scanned per single LRU search"
"buffer_LRU_unzip_search_scanned","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_owner","Total pages scanned as part of LRU unzip search"
"buffer_LRU_unzip_search_num_scan","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Number of times LRU unzip search is performed"
"buffer_LRU_unzip_search_scanned_per_call","buffer","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","set_member","Page scanned per single LRU unzip search"
"buffer_page_read_index_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Leaf Pages read"
"buffer_page_read_index_non_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Non-leaf Pages read"
"buffer_page_read_index_ibuf_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Index Leaf Pages read"
"buffer_page_read_index_ibuf_non_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Index Non-Leaf Pages read"
"buffer_page_read_undo_log","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Undo Log Pages read"
"buffer_page_read_index_inode","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Inode Pages read"
"buffer_page_read_ibuf_free_list","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Free List Pages read"
"buffer_page_read_ibuf_bitmap","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Bitmap Pages read"
"buffer_page_read_system_page","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of System Pages read"
"buffer_page_read_trx_system","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Transaction System Pages read"
"buffer_page_read_fsp_hdr","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of File Space Header Pages read"
"buffer_page_read_xdes","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Extent Descriptor Pages read"
"buffer_page_read_blob","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Uncompressed BLOB Pages read"
"buffer_page_read_zblob","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of First Compressed BLOB Pages read"
"buffer_page_read_zblob2","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Subsequent Compressed BLOB Pages read"
"buffer_page_read_other","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of other/unknown (old version of InnoDB) Pages read"
"buffer_page_written_index_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Leaf Pages written"
"buffer_page_written_index_non_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Non-leaf Pages written"
"buffer_page_written_index_ibuf_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Index Leaf Pages written"
"buffer_page_written_index_ibuf_non_leaf","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Index Non-Leaf Pages written"
"buffer_page_written_undo_log","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Undo Log Pages written"
"buffer_page_written_index_inode","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Index Inode Pages written"
"buffer_page_written_ibuf_free_list","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Free List Pages written"
"buffer_page_written_ibuf_bitmap","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Insert Buffer Bitmap Pages written"
"buffer_page_written_system_page","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of System Pages written"
"buffer_page_written_trx_system","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Transaction System Pages written"
"buffer_page_written_fsp_hdr","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of File Space Header Pages written"
"buffer_page_written_xdes","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Extent Descriptor Pages written"
"buffer_page_written_blob","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Uncompressed BLOB Pages written"
"buffer_page_written_zblob","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of First Compressed BLOB Pages written"
"buffer_page_written_zblob2","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of Subsequent Compressed BLOB Pages written"
"buffer_page_written_other","buffer_page_io","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of other/unknown (old version InnoDB) Pages written"
"os_data_reads","os","327","327","NULL","7.785714285714286","327","327","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of reads initiated (innodb_data_reads)"
"os_data_writes","os","1052","1052","NULL","25.047619047619047","1052","1052","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of writes initiated (innodb_data_writes)"
"os_data_fsyncs","os","910","910","NULL","21.666666666666668","910","910","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of fsync() calls (innodb_data_fsyncs)"
"os_pending_reads","os","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of reads pending"
"os_pending_writes","os","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of writes pending"
"os_log_bytes_written","os","291112960","291112960","NULL","6931260.952380952","291112960","291112960","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Bytes of log written (innodb_os_log_written)"
"os_log_fsyncs","os","289","289","NULL","6.880952380952381","289","289","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of fsync log writes (innodb_os_log_fsyncs)"
"os_log_pending_fsyncs","os","0","0","0","0","0","0","0","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of pending fsync write (innodb_os_log_pending_fsyncs)"
"os_log_pending_writes","os","0","0","0","0","0","0","0","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of pending log file writes (innodb_os_log_pending_writes)"
"trx_rw_commits","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of read-write transactions committed"
"trx_ro_commits","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of read-only transactions committed"
"trx_nl_ro_commits","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of non-locking auto-commit read-only transactions committed"
"trx_commits_insert_update","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of transactions committed with inserts and updates"
"trx_rollbacks","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of transactions rolled back"
"trx_rollbacks_savepoint","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of transactions rolled back to savepoint"
"trx_rollback_active","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of resurrected active transactions rolled back"
"trx_active_transactions","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of active transactions"
"trx_rseg_history_len","transaction","12","12","12","NULL","12","12","12","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","value","Length of the TRX_RSEG_HISTORY list"
"trx_undo_slots_used","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of undo slots used"
"trx_undo_slots_cached","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of undo slots cached"
"trx_rseg_current_size","transaction","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","Current rollback segment size in pages"
"purge_del_mark_records","purge","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of delete-marked rows purged"
"purge_upd_exist_or_extern_records","purge","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of purges on updates of existing records and  updates on delete marked record with externally stored field"
"purge_invoked","purge","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of times purge was invoked"
"purge_undo_log_pages","purge","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of undo log pages handled by the purge"
"purge_dml_delay_usec","purge","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","Microseconds DML to be delayed due to purge lagging"
"purge_stop_count","purge","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","Number of times purge was stopped"
"purge_resume_count","purge","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","Number of times purge was resumed"
"log_checkpoints","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of checkpoints"
"log_lsn_last_flush","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","LSN of Last flush"
"log_lsn_last_checkpoint","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","LSN at last checkpoint"
"log_lsn_current","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","Current LSN value"
"log_lsn_checkpoint_age","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Current LSN value minus LSN at last checkpoint"
"log_lsn_buf_pool_oldest","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","The oldest modified block LSN in the buffer pool"
"log_max_modified_age_async","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","Maximum LSN difference; when exceeded, start asynchronous preflush"
"log_max_modified_age_sync","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","value","Maximum LSN difference; when exceeded, start synchronous preflush"
"log_pending_log_writes","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Pending log writes"
"log_pending_checkpoint_writes","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Pending checkpoints"
"log_num_log_io","recovery","0","NULL","NULL","NULL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","disabled","counter","Number of log I/Os"
"log_waits","recovery","0","0","NULL","0","0","0","NULL","NULL","2023-09-09 08:53:06","NULL","42","NULL","enabled","status_counter","Number of log waits due to small log buffer (innodb_log_waits)"
